UEN,TRUE_IE,$,account,accreditation,add card,add to bag,add to cart,advert,adwords,alipay,american express,android,animation,atome,auction,automat,automobile,award,b2b,b2c,bag,bank,big,bigcommerce,blog,book,breakfast,buy,car,card,career,carousell,cart,cash,cash back,cashback,casino,check out,client,cloud,complete,consultancy,consultation,contact,contact form,customer,cyber,data,dating,deals,deliver,deliveroo,develop,development,domain,e-store,e-ticket,e-wallet,ecommerce,email,emarketing,enets,enquiry,enrol,equipment,escort,estore,facebook,favepay,firewall,foodpanda,form,free,game,get in touch,gift card,giftcard,goods,google pay,grab,grabpay,hack,hangout,hoolah,hostel,hosting,hotel,housing,instagram,intelligence,interactive,investor relations,iphone,job,kiosk,lazada,learn,linkedin,log in,log out,login,machine,magazine,magento,mail,mailing,mailing list,managed,marketing,marketplace,mastercard,media,member,menu,message,mobile,movie,multimedia,music,name,network,news,news alert,newsletter,offers,online,online store,order,partners,password,pay,paylah,paylater,payment,paynow,paypal,phone number,platform,premium,price,privacy,product,projects,promotion,purchase,qoo10,recognition,recruit,rent,research,reserv,restaurant,return,review,risk,robot,s$,sale,science,seo,serie,server,service,sgd,shipping,shop,shop pay,shopee,shopify,shopping bag,sign in,sign out,sign up,singtel dash,skype,snapchat,social media,software,spyware,store,stream,subject,submit,subscri,supply,tablet,testimonial,ticket,tiktok,topup,transfer,travel,trial,tuition,tutor,tutorial,tv,twitter,unionpay,usd,username,video,virtual,virus,visa,vlog,voucher,vpn,wallet,web design,webdesign,what we do,wishlist,wix,woocommerce,youtube,predict,sum
53167187M,B,3,4,3,3,3,3,3,3,3,3,3,201,3,3,4,3,4,3,3,3,3,3,3,3,25,3,3,12,3,3,3,3,3,3,3,3,3,8,7,7,3,3,151,3,21,3,270,3,3,10,3,5,3,3,3,3,3,3,37,3,3,6,3,3,3,3,25,3,3,3,77,5,3,6,3,3,3,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,6,3,6,3,3,3,38,3,3,20,3,3,3,104,3,257,39,24,3,3,3,82,79,3,3,3,3,4,3,38,3,3,3,3,3,3,3,3,3,3,3,3,3,6,3,3,3,3,3,3,46,3,6,3,18,3,3,6,3,6,3,3,3,3,54,3,3,3,3,3,3,3,3,3,3,3,3,3,3,6,3,3,3,3,21,6,3,7,3,3,3,3,3,3,9,3,3,3,7,3,3,3,3,53,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3.0,2344.0
53168760X,C,454,4,2,2,2,2,26,2,2,2,8,34,2,2,6,4,2,4,2,2,4,2,2,2,14,2,8,42,16,2,2,4,2,2,2,2,2,2,12,38,2,2,20,4,2,2,142,2,24,8,2,2,2,1652,2,2,4,2,30,2,2,2,2,2,2,2,8,2,2,2,214,2,138,2,2,2,4,2,2,2,4,2,2,2,2,2,2,4,2,2,2,8,2,2,2,4,6,2,2,28,2,2,2,40,2,2,2,2,2,4,16,46,120,10,30,150,2,4,142,6,14,2,2,2,4,2,662,4,38,6,2,2,2,2,6,2,2,2,8,20,62,2,2,2,2,2,2,110,2,6,2,218,50,4,4,2,10,2,2,2,32,1624,2,2,4,2,2,2,2,2,2,4,2,4,2,2,2,2,16,10,4,24,4,2,4,2,4,2,2,2,2,14,2,2,2,26,6,2,4,24,34,2,2,4,2,2,2,4,2,2,2,472,2,2,8,3.0,7369.0
53170531E,B,10,11,1,1,1,1,7,1,1,1,1,24,1,1,3,1,1,1,1,1,1,1,1,29,71,1,1,81,9,1,1,1,1,1,1,1,1,2,78,2,1,1,2,1,6,1,202,1,1,3,1,2,1,23,1,1,1,1,27,1,1,1,1,1,1,1,25,1,1,1,86,3,1,1,1,1,1,1,1,1,1,1,1,1,1,10,1,1,1,1,1,1,1,1,1,1,1,5,2,8,1,1,1,27,1,1,1,1,1,1,17,1,103,2,31,1,1,4,84,1,30,1,1,1,17,1,57,14,1,1,1,1,1,1,1,1,4,1,5,31,2,1,1,1,1,1,1,20,1,2,1,29,3,1,4,1,1,1,1,1,8,18,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,3,1,1,13,24,1,1,1,1,1,1,1,6,1,1,1,1,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4.0,1462.0
53172409C,B,41,6,3,3,3,3,3,3,3,3,6,43,3,3,3,3,4,5,3,3,3,8,3,3,41,3,3,57,9,3,3,12,3,3,3,3,3,21,9,12,3,3,64,3,3,3,2126,5,3,9,3,6,6,3,3,3,3,3,43,3,3,3,3,5,3,3,40,3,3,3,178,14,7,3,3,3,3,3,27,3,3,3,3,3,3,3,3,19,3,3,3,3,3,3,3,9,15,3,3,6,3,3,3,43,3,3,7,3,3,3,176,3,1451,15,75,3,4,3,154,6,3,3,3,4,3,3,155,3,57,3,3,3,3,3,3,3,7,3,4,4,26,3,3,3,3,3,3,135,3,7,3,26,15,3,15,3,3,3,6,3,4,100,5,3,7,3,3,3,3,3,3,3,3,12,6,7,4,3,3,62,4,13,3,3,80,59,3,3,3,51,3,3,3,5,5,8,39,3,3,27,122,3,3,3,3,3,3,3,3,3,3,3,3,3,26,3.0,6317.0
53173402A,B,439,2,2,2,2,2,2,2,4,2,12,336,2,2,2,6,8,2,2,21,8,2,2,24,83,2,9,174,48,2,2,20,4,2,2,2,3,2,62,6,2,4,71,2,45,2,150,2,2,3,2,7,2,2,2,2,6,2,182,2,2,2,4,3,2,10,32,2,2,2,413,376,6,3,2,2,2,2,6,2,12,2,2,2,2,6,2,14,2,2,2,2,4,2,2,22,14,2,2,4,2,2,4,220,2,2,2,2,2,6,32,2,16,75,66,6,2,134,301,4,24,2,2,3,85,2,122,2,24,44,2,2,8,2,10,4,2,6,4,2,48,2,2,8,2,2,2,32,5,4,2,137,8,4,10,2,4,2,12,2,4,12,4,4,154,2,2,18,2,2,2,2,2,6,20,2,2,2,24,4,2,31,12,2,16,103,8,8,2,4,2,2,2,2,2,6,20,2,12,34,40,2,22,6,2,2,2,8,2,2,2,2,4,2,29,4.0,4977.0
53174836K,B,2,20,2,2,2,2,2,2,2,2,2,17,2,2,2,2,3,10,5,2,2,2,2,14,11,2,2,22,10,2,2,4,2,2,2,2,2,14,2,6,10,2,29,2,8,2,134,2,3,5,2,7,5,6,2,2,2,2,22,4,2,2,2,2,2,2,8,2,2,2,191,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,44,2,2,6,4,2,2,24,6,2,2,6,2,2,28,6,2,7,14,2,2,2,252,4,6,2,6,6,2,2,22,2,2,4,2,2,2,2,2,3,3,2,4,4,82,2,2,2,2,2,2,6,2,2,2,10,12,2,2,2,2,2,2,2,2,20,4,12,4,2,2,2,2,2,2,2,2,2,2,2,2,2,4,2,4,9,8,2,2,2,2,2,2,2,2,2,2,2,2,8,52,2,10,6,11,2,2,2,2,2,2,2,2,2,8,2,2,2,4,3.0,1604.0
53175048E,B,26,5,2,2,2,2,2,2,2,2,2,71,2,2,2,2,2,3,2,2,2,6,2,34,12,2,2,80,24,2,2,36,2,2,2,2,2,3,12,6,2,2,50,2,2,2,274,2,2,2,2,2,2,2,2,2,2,2,12,2,2,3,2,2,2,2,12,2,2,2,227,14,2,2,2,2,2,2,11,2,2,2,2,2,2,5,2,27,2,2,2,2,4,2,2,2,2,2,2,6,2,2,2,13,2,2,4,2,2,2,59,4,580,54,81,2,2,2,97,2,2,2,2,2,2,2,461,2,16,3,2,2,2,2,2,2,2,2,14,2,72,2,2,2,2,2,2,216,2,2,2,52,10,2,15,2,6,2,8,2,2,7,2,8,13,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,2,54,2,2,2,18,2,2,2,2,2,2,2,2,2,5,6,2,2,2,16,2,2,2,2,2,2,2,2,2,2,2,2,296,2,3.0,3480.0
53175812E,C,3,4,2,2,2,2,2,2,2,2,4,90,2,2,4,2,2,3,2,2,2,2,2,2,8,2,2,49,4,8,2,8,2,2,2,2,2,4,4,7,2,3,37,2,2,2,733,2,2,6,2,3,2,2,2,2,2,2,5,2,2,2,2,2,2,2,8,2,2,2,145,2,6,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,4,2,2,2,16,8,2,2,2,15,2,2,7,2,2,2,2,2,2,66,2,561,4,36,2,2,2,52,2,2,2,2,2,2,2,83,6,2,10,2,2,2,2,2,2,10,2,2,12,10,4,2,2,2,2,2,23,2,6,2,17,6,7,4,2,2,2,10,2,5,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,5,2,2,3,4,14,2,2,36,2,2,2,2,2,2,2,2,2,2,2,8,2,3,2,13,19,2,2,2,2,2,2,2,2,2,2,2,2,2,3.0,2553.0
53179957C,B,57,3,3,3,3,3,3,3,3,3,3,12,3,3,3,3,3,3,3,3,3,3,3,21,15,3,3,21,3,3,3,3,3,3,3,3,3,3,3,6,3,3,25,3,4,3,131,3,3,17,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,15,3,3,3,56,3,3,3,3,3,30,3,3,3,3,3,3,3,3,3,5,3,3,3,3,3,6,3,3,3,3,3,3,3,3,3,3,6,3,3,3,3,3,3,27,7,208,9,18,3,3,3,22,3,3,3,3,6,3,3,15,3,3,3,3,3,3,3,3,3,3,3,3,3,5,3,3,3,3,3,3,20,3,3,3,18,3,3,6,3,3,3,3,3,3,72,3,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,6,3,3,3,4,3,3,3,3,3,7,3,3,3,3,3,3,6,3,3,3,18,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3.0,1449.0
53179982D,B,3,2,2,2,2,2,2,2,2,2,4,40,2,2,2,2,2,2,2,2,2,8,2,92,42,2,2,64,7,2,2,32,2,2,2,2,3,2,2,20,2,6,42,2,2,2,663,2,2,2,2,34,34,7,2,2,2,2,30,2,2,2,2,2,2,2,14,2,2,2,270,3,204,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,8,2,2,2,14,2,2,8,2,2,2,30,2,2,2,2,2,2,49,55,1664,27,157,2,2,2,102,38,42,2,6,2,2,2,328,17,18,2,2,2,2,2,2,2,2,2,2,2,34,2,2,2,2,2,2,95,2,4,2,12,6,2,9,2,2,2,12,2,2,2,2,10,9,2,2,2,2,2,2,4,2,2,2,2,2,2,2,2,2,59,6,2,10,12,2,2,2,34,2,2,2,2,2,13,20,2,2,2,83,2,2,2,2,2,2,2,2,2,14,2,2,2,27,3.0,4975.0
53180219A,B,9,3,3,3,3,3,3,3,3,3,3,70,3,3,3,3,3,8,5,6,3,3,3,12,30,3,4,68,6,3,3,12,3,3,3,3,3,3,12,6,3,3,100,5,3,3,717,3,3,3,3,9,3,3,3,3,3,3,25,3,3,3,3,3,3,3,30,3,3,3,94,3,6,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,9,3,3,3,3,3,3,31,3,3,3,3,3,3,164,3,2121,6,80,3,3,3,85,6,3,3,3,5,3,3,248,3,6,3,3,3,3,3,3,3,3,3,40,3,213,3,4,3,3,3,3,84,3,5,3,36,12,3,15,3,3,3,12,291,3,3,3,3,24,3,3,3,3,3,3,3,3,9,3,3,3,3,3,3,6,26,3,3,74,3,3,3,3,51,3,3,3,3,3,7,24,3,4,3,20,3,3,3,3,3,3,3,3,3,3,3,3,27,13,3.0,5478.0
53183388K,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
53185522L,B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
53188590M,C,454,4,2,2,2,2,26,2,2,2,8,34,2,2,6,4,2,4,2,2,4,2,2,2,14,2,8,42,16,2,2,4,2,2,2,2,2,2,12,38,2,2,20,4,2,2,142,2,24,8,2,2,2,1652,2,2,4,2,30,2,2,2,2,2,2,2,8,2,2,2,214,2,138,2,2,2,4,2,2,2,4,2,2,2,2,2,2,4,2,2,2,8,2,2,2,4,6,2,2,28,2,2,2,40,2,2,2,2,2,4,16,46,120,10,30,150,2,4,142,6,14,2,2,2,4,2,662,4,38,6,2,2,2,2,6,2,2,2,8,20,62,2,2,2,2,2,2,110,2,6,2,218,50,4,4,2,10,2,2,2,32,1624,2,2,4,2,2,2,2,2,2,4,2,4,2,2,2,2,16,10,4,24,4,2,4,2,4,2,2,2,2,14,2,2,2,26,6,2,4,24,34,2,2,4,2,2,2,4,2,2,2,472,2,2,8,3.0,7369.0
53189996M,B,23,14,2,2,2,2,2,2,2,2,2,48,2,2,2,2,2,2,2,4,2,2,2,2,36,2,2,80,2,2,2,74,2,2,2,2,6,2,2,14,2,2,22,2,14,2,29,2,2,2,2,2,2,2,2,2,2,2,13,2,2,2,2,2,2,2,32,2,2,2,108,10,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,8,2,2,2,2,2,2,2,2,2,2,2,10,2,2,2,18,2,2,2,2,2,2,51,2,18,11,32,2,2,2,64,2,14,2,14,2,3,2,61,2,2,8,2,2,2,2,8,2,2,2,12,8,53,2,2,2,2,2,2,14,2,4,2,15,2,2,4,10,6,2,2,2,2,2,2,18,15,2,2,2,4,4,2,4,2,2,2,2,2,2,2,2,3,14,8,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3.0,1382.0
53190794E,B,4,4,2,2,2,2,2,2,2,2,2,1388,2,2,2,2,2,2,2,2,2,14,2,2,20,2,2,52,2,2,2,2,2,2,2,2,2,2,2,4,2,2,14,2,2,2,4198,2,2,2,2,24,16,2,2,2,2,2,22,2,2,2,2,2,2,2,20,2,2,2,120,2,2,2,2,2,2,2,10,2,2,2,2,2,2,2,2,2,8,2,2,2,2,2,2,46,6,2,2,2,2,2,2,22,2,2,2,2,2,2,86,4,312,14,118,2,2,2,42,6,4,2,4,2,2,2,60,4,2,2,2,2,2,2,2,2,4,2,2,2,2,2,2,2,2,2,2,115,4,24,2,10,6,2,8,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,6,2,2,2,2,2,2,2,6,6,2,518,12,2,2,2,34,2,2,2,2,2,8,18,2,2,2,40,8,2,2,2,2,2,2,2,2,2,2,2,2,38,3.0,7848.0
53191939X,C,14,1,1,1,1,1,4,1,1,1,1,1,1,1,2,1,1,1,1,3,1,4,1,1,39,1,1,14,6,1,1,5,1,1,1,1,1,1,1,2,1,1,6,1,1,1,6,1,1,1,1,2,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,16,4,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,9,2,1,1,1,1,1,1,1,1,1,1,1,1,1,31,1,2,1,1,1,5,1,37,1,1,30,1,1,1,1,25,1,1,1,3,1,1,1,1,2,1,1,1,7,12,1,1,1,1,1,1,1,1,1,1,1,1,5,1,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,7,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4.0,516.0
53192037B,C,16,16,2,2,2,4,4,2,2,2,2,5,2,2,3,2,2,26,2,4,2,4,2,6,13,2,15,113,25,4,2,69,14,2,2,2,2,5,51,18,2,2,228,40,21,2,332,4,2,3,2,10,3,64,3,2,2,3,30,2,2,2,2,2,2,3,13,2,2,2,291,10,20,2,2,2,2,2,3,2,2,2,8,2,2,2,2,6,2,2,2,4,2,2,2,4,2,15,2,18,2,2,2,33,2,2,3,28,3,3,17,3,40,14,79,2,2,2,106,3,3,2,2,2,12,3,157,4,13,25,2,2,6,2,5,2,5,6,14,8,53,2,15,4,2,2,2,61,4,2,2,88,88,2,2,2,16,2,3,2,8,4,9,26,740,2,2,685,2,2,2,5,2,2,2,3,3,2,211,3,2,25,7,2,2,2,2,2,2,2,2,10,2,6,6,5,10,2,3,2,3,2,2,3,2,2,2,5,2,2,2,3,2,2,3,3.0,4491.0
53192667B,C,3,3,3,3,3,3,6,3,3,3,3,108,3,3,3,3,3,3,4,3,3,3,3,28,59,3,20,7,6,3,3,3,3,3,3,3,3,17,3,8,4,7,57,3,8,3,831,3,3,3,3,3,3,19,3,3,3,3,26,3,3,3,3,3,3,3,59,3,3,3,99,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,23,3,3,3,3,4,3,3,4,31,3,3,3,3,3,3,33,3,3,3,5,3,3,26,3,489,14,63,3,3,3,108,7,3,3,3,3,3,3,35,3,3,4,3,3,3,3,3,3,3,3,3,10,3,5,3,3,3,3,3,59,3,3,3,18,13,4,12,3,7,3,3,3,3,145,3,3,6,3,3,3,3,3,3,3,3,9,3,3,3,3,3,3,7,9,3,4,49,3,3,3,3,51,3,3,3,3,3,4,38,3,3,3,12,3,3,3,3,3,3,3,3,3,3,3,3,3,23,3.0,3194.0
53193864J,B,2,2,2,2,2,2,2,2,2,2,4,95,2,2,2,2,2,2,2,4,2,2,2,6,36,2,4,272,12,2,2,18,2,2,2,2,2,2,24,7,2,2,24,2,2,2,62,2,2,2,2,4,2,6,2,2,4,2,8,2,2,2,2,2,2,4,24,2,2,2,661,16,4,2,2,2,2,2,2,2,6,2,2,2,2,2,2,8,2,2,2,2,2,2,2,2,10,2,2,2,2,2,4,8,2,2,2,30,2,4,214,2,524,8,28,4,2,6,37,2,12,2,2,2,2,2,1474,2,8,16,2,2,2,2,6,2,4,2,2,2,18,2,2,2,2,2,2,342,2,11,2,2,4,6,4,2,7,2,20,2,4,11,2,2,13,2,2,2,2,2,2,2,2,8,12,2,2,2,13,2,2,18,8,2,12,2,4,2,2,2,2,2,2,2,2,4,30,2,2,2,40,2,2,4,2,2,2,4,2,2,2,2,2,18,10,3.0,4634.0
53194337B,B,188,99,1,1,1,1,1,1,1,1,2,9,1,1,3,1,1,1,2,2,1,4,1,15,532,1,2,232,52,7,1,162,15,1,1,1,1,231,2,11,1,2,9,1,1,1,657,1,1,1,1,1,1,22,1,1,1,1,13,1,1,1,1,1,1,1,6,1,1,1,307,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,2,1,2,1,1,1,1,1,2,1,13,1,1,1,21,1,1,1,6,1,1,133,204,157,16,549,1,1,1,309,3,6,1,1,1,19,1,325,1,4,15,1,1,13,2,1,1,57,18,9,3,98,2,1,2,1,5,1,67,1,7,2,381,7,1,2,1,1,1,191,1,109,617,5,3,21,1,1,1,1,1,1,1,1,3,3,1,5,1,314,1,2,2,84,1,58,1,1,1,1,1,1,1,1,1,1,123,4,1,1,1,36,1,1,1,1,1,1,46,1,1,1,34,864,1,1,3.0,7713.0
53198479J,B,6,20,2,2,2,2,10,2,2,2,2,8,2,2,2,2,2,2,5,2,2,2,2,64,32,2,5,52,10,6,2,22,2,2,2,2,2,2,2,2,2,2,38,2,8,2,516,2,2,2,2,4,2,6,2,2,2,2,13,4,2,2,2,2,2,2,32,2,2,2,144,2,2,2,2,2,2,2,2,2,2,2,2,2,2,54,2,24,2,2,2,2,2,2,2,2,2,2,2,6,4,2,2,15,6,2,2,6,2,2,2,6,4,6,64,2,2,2,106,2,6,2,6,2,2,2,14,2,2,4,2,2,2,2,2,2,2,2,6,4,144,2,2,2,2,2,2,31,2,2,6,4,12,2,2,2,2,2,5,2,2,20,4,12,4,2,2,2,2,2,2,2,2,2,2,2,2,2,4,2,4,2,8,2,4,2,2,2,2,2,2,6,2,2,2,10,12,2,10,4,11,2,2,2,2,2,2,2,2,2,2,2,2,2,4,3.0,1978.0
53199227J,B,454,4,2,2,2,2,26,2,2,2,8,34,2,2,6,4,2,4,2,2,4,2,2,2,14,2,8,42,16,2,2,4,2,2,2,2,2,2,12,38,2,2,20,4,2,2,142,2,24,8,2,2,2,1652,2,2,4,2,30,2,2,2,2,2,2,2,8,2,2,2,214,2,138,2,2,2,4,2,2,2,4,2,2,2,2,2,2,4,2,2,2,8,2,2,2,4,6,2,2,28,2,2,2,40,2,2,2,2,2,4,16,46,120,10,30,150,2,4,142,6,14,2,2,2,4,2,662,4,38,6,2,2,2,2,6,2,2,2,8,20,62,2,2,2,2,2,2,110,2,6,2,218,50,4,4,2,10,2,2,2,32,1624,2,2,4,2,2,2,2,2,2,4,2,4,2,2,2,2,16,10,4,24,4,2,4,2,4,2,2,2,2,14,2,2,2,26,6,2,4,24,34,2,2,4,2,2,2,4,2,2,2,472,2,2,8,3.0,7369.0
53200119B,B,454,4,2,2,2,2,26,2,2,2,8,34,2,2,6,4,2,4,2,2,4,2,2,2,14,2,8,42,16,2,2,4,2,2,2,2,2,2,12,38,2,2,20,4,2,2,142,2,24,8,2,2,2,1652,2,2,4,2,30,2,2,2,2,2,2,2,8,2,2,2,214,2,138,2,2,2,4,2,2,2,4,2,2,2,2,2,2,4,2,2,2,8,2,2,2,4,6,2,2,28,2,2,2,40,2,2,2,2,2,4,16,46,120,10,30,150,2,4,142,6,14,2,2,2,4,2,662,4,38,6,2,2,2,2,6,2,2,2,8,20,62,2,2,2,2,2,2,110,2,6,2,218,50,4,4,2,10,2,2,2,32,1624,2,2,4,2,2,2,2,2,2,4,2,4,2,2,2,2,16,10,4,24,4,2,4,2,4,2,2,2,2,14,2,2,2,26,6,2,4,24,34,2,2,4,2,2,2,4,2,2,2,472,2,2,8,3.0,7369.0
53202201K,B,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,2,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0,223.0
53203866E,C,2,41,2,2,2,2,2,2,2,2,2,40,2,2,2,2,2,2,8,26,2,2,2,66,40,2,2,120,10,2,2,96,2,2,2,2,3,3,2,10,2,2,36,2,8,2,678,3,2,2,2,2,2,6,2,2,2,2,28,4,2,2,2,2,2,2,24,2,2,2,252,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,6,2,2,2,2,2,2,2,3,2,2,2,10,4,2,2,31,7,3,2,6,2,2,5,6,24,11,152,2,2,2,159,2,7,2,6,3,2,2,59,2,2,4,2,2,2,2,2,2,2,10,10,5,138,2,2,2,2,2,2,32,2,2,2,8,13,2,13,2,2,2,2,2,2,22,10,12,12,2,2,2,2,2,2,3,2,2,2,2,2,2,4,2,5,16,8,2,2,2,2,2,2,2,2,2,2,2,2,9,10,2,4,2,40,2,2,2,2,2,2,2,2,2,3,2,2,2,27,3.0,2729.0
53206643W,B,454,4,2,2,2,2,26,2,2,2,8,34,2,2,6,4,2,4,2,2,4,2,2,2,14,2,8,42,16,2,2,4,2,2,2,2,2,2,12,38,2,2,20,4,2,2,142,2,24,8,2,2,2,1652,2,2,4,2,30,2,2,2,2,2,2,2,8,2,2,2,214,2,138,2,2,2,4,2,2,2,4,2,2,2,2,2,2,4,2,2,2,8,2,2,2,4,6,2,2,28,2,2,2,40,2,2,2,2,2,4,16,46,120,10,30,150,2,4,142,6,14,2,2,2,4,2,662,4,38,6,2,2,2,2,6,2,2,2,8,20,62,2,2,2,2,2,2,110,2,6,2,218,50,4,4,2,10,2,2,2,32,1624,2,2,4,2,2,2,2,2,2,4,2,4,2,2,2,2,16,10,4,24,4,2,4,2,4,2,2,2,2,14,2,2,2,26,6,2,4,24,34,2,2,4,2,2,2,4,2,2,2,472,2,2,8,3.0,7369.0
53206878E,B,11,26,4,4,4,7,218,4,4,4,4,4,4,4,4,4,8,8,38,5,4,5,4,22,127,4,19,151,96,4,4,43,4,4,4,4,4,37,10,4,4,4,54,4,14,8,1138,4,4,4,4,56,36,27,4,4,4,14,31,4,4,4,4,4,4,4,43,4,4,4,686,38,18,6,4,4,4,4,4,4,7,4,4,4,4,4,4,4,4,14,4,4,94,4,4,1730,31,4,4,22,4,4,4,33,4,4,4,157,8,4,25,4,63,88,111,4,4,4,991,4,34,4,20,4,37,4,444,8,4,29,4,4,4,4,4,4,21,13,13,16,170,4,5,4,4,4,10,115,4,4,4,38,87,4,11,4,27,4,30,4,8,42,4,4,84,4,4,4,4,5,6,4,4,4,4,5,112,4,4,4,74,21,7,4,4,21,4,4,4,4,4,18,4,10,4,8,29,4,6,4,11,12,4,4,4,4,4,4,4,4,4,4,4,4,18,3.0,8530.0
53209817W,B,22,2,1,1,1,1,1,5,1,1,1,25,1,1,1,1,1,1,1,1,1,1,1,1,17,1,1,1,1,1,1,1,1,1,1,1,1,7,1,3,1,2,2,1,74,1,323,3,1,1,1,2,1,7,1,1,1,1,54,1,1,2,1,1,1,1,17,1,1,1,711,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9,1,1,1,1,1,1,1,1,3,1,1,2,1,1,1,70,1,1,1,1,1,1,26,1,4,246,258,1,1,1,132,4,1,1,1,1,1,1,123,1,1,184,1,1,1,1,184,1,1,1,55,11,1,2,1,1,1,1,1,6,1,2,1,3,4,1,8,1,1,1,1,1,1,7,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,3,52,21,1,253,31,1,1,1,17,1,1,1,1,1,1,5,1,1,4,27,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4.0,3206.0
